,center_x,center_y,LON,LAT
448,726066.001,6178913.565,12.598065253497612,55.703190756084396
449,726066.001,6178113.565,12.5974054247466,55.69601662343579
450,721266.001,6177713.565,12.520863356886103,55.69464111683579
451,720466.001,6174113.565,12.505268327861414,55.662718225154855
452,720866.001,6178513.565,12.515156472817965,55.701998061033535
453,721266.001,6174913.565,12.518605442875948,55.66952945304255
454,722066.001,6172113.565,12.529037675890963,55.64405299456025
455,720066.001,6178513.565,12.502450938038097,55.702361502978874
456,725666.001,6172513.565,12.5864518588016,55.64598309175146
457,721266.001,6172513.565,12.516672925685814,55.64800503911908
458,721266.001,6168913.565,12.51377905016437,55.61571819221223
459,723266.001,6173313.565,12.549041381799608,55.65426545831139
460,725266.001,6169313.565,12.57748989624036,55.61747109806474
461,728066.001,6172113.565,12.624177681103298,55.64127651629085
462,721266.001,6177313.565,12.520540579189413,55.691053746349034
463,724466.001,6170513.565,12.5657905959922,55.628602337441315
464,724466.001,6169313.565,12.564812563097497,55.617840622215844
465,718466.001,6174913.565,12.474171797608179,55.670796527990085
466,724466.001,6172113.565,12.567095669537814,55.642951243712666
467,717266.001,6179313.565,12.458613755142007,55.71079841140004
468,721266.001,6179713.565,12.522478339482172,55.712577918976585
469,718866.001,6174113.565,12.47988215582306,55.6634414190182
470,725666.001,6180513.565,12.593031132855998,55.71772525607699
471,725666.001,6180113.565,12.592701462914095,55.71413818017844
472,721666.001,6169313.565,12.52043958946426,55.61912365177416
473,728066.001,6175313.565,12.626832967298867,55.66997237519149
474,725666.001,6170513.565,12.58481167514176,55.628047338204766
